"time","dev_id","power","freq","temp","rated_freq"
"2024-05-06 20:44:32","0","74.2","1000","40","1000"
"2024-05-06 20:44:43","0","168.1","1000","40","1000"
"2024-05-06 20:44:53","0","119.6","1000","41","1000"
"2024-05-06 20:45:04","0","92.4","1000","41","1000"
"2024-05-06 20:45:14","0","155.9","1000","42","1000"
"2024-05-06 20:45:25","0","165.8","1000","42","1000"
"2024-05-06 20:45:35","0","73.7","1000","42","1000"
"2024-05-06 20:45:46","0","74.5","1000","42","1000"
"2024-05-06 20:45:56","0","168.9","1000","42","1000"
"2024-05-06 20:46:07","0","166.5","1000","41","1000"
"2024-05-06 20:46:17","0","76.2","1000","42","1000"
"2024-05-06 20:46:27","0","165.5","1000","41","1000"
"2024-05-06 20:46:38","0","73.2","1000","41","1000"
"2024-05-06 20:46:48","0","161.4","1000","41","1000"
"2024-05-06 20:46:59","0","74.4","1000","41","1000"
"2024-05-06 20:47:09","0","151.4","1000","41","1000"
"2024-05-06 20:47:20","0","145.6","1000","40","1000"
"2024-05-06 20:47:30","0","71.4","1000","41","1000"
"2024-05-06 20:47:41","0","74.2","1000","40","1000"
"2024-05-06 20:47:51","0","165.4","1000","41","1000"
"2024-05-06 20:48:02","0","163.0","1000","41","1000"
"2024-05-06 20:48:12","0","162.4","1000","41","1000"
"2024-05-06 20:48:23","0","74.4","1000","41","1000"
"2024-05-06 20:48:33","0","158.8","1000","41","1000"
"2024-05-06 20:48:43","0","166.9","1000","41","1000"
"2024-05-06 20:48:54","0","74.3","1000","42","1000"
"2024-05-06 20:49:04","0","158.8","1000","42","1000"
"2024-05-06 20:49:15","0","160.0","1000","41","1000"
"2024-05-06 20:49:25","0","166.5","1000","41","1000"
"2024-05-06 20:49:36","0","151.5","1000","40","1000"
"2024-05-06 20:49:46","0","73.9","1000","41","1000"
"2024-05-06 20:49:57","0","146.0","1000","41","1000"
"2024-05-06 20:50:07","0","87.0","1000","40","1000"
"2024-05-06 20:50:18","0","161.0","1000","40","1000"
"2024-05-06 20:50:28","0","71.8","1000","40","1000"
"2024-05-06 20:50:39","0","75.0","1000","41","1000"
"2024-05-06 20:50:49","0","164.0","1000","41","1000"
"2024-05-06 20:51:00","0","156.4","1000","42","1000"
"2024-05-06 20:51:10","0","74.1","1000","41","1000"
"2024-05-06 20:51:20","0","71.9","1000","42","1000"
"2024-05-06 20:51:31","0","159.9","1000","42","1000"
"2024-05-06 20:51:41","0","166.7","1000","41","1000"
"2024-05-06 20:51:52","0","155.4","1000","42","1000"
"2024-05-06 20:52:02","0","117.0","1000","41","1000"
"2024-05-06 20:52:13","0","74.3","1000","41","1000"
"2024-05-06 20:52:23","0","169.6","1000","40","1000"
"2024-05-06 20:52:34","0","90.4","1000","41","1000"
"2024-05-06 20:52:44","0","159.6","1000","40","1000"
"2024-05-06 20:52:55","0","161.9","1000","40","1000"
"2024-05-06 20:53:05","0","74.1","1000","40","1000"
"2024-05-06 20:53:15","0","140.0","1000","40","1000"
"2024-05-06 20:53:26","0","74.2","1000","40","1000"
"2024-05-06 20:53:36","0","162.8","1000","42","1000"
"2024-05-06 20:53:47","0","161.8","1000","41","1000"
"2024-05-06 20:53:57","0","71.9","1000","41","1000"
"2024-05-06 20:54:08","0","163.6","1000","42","1000"
"2024-05-06 20:54:18","0","73.8","1000","42","1000"
"2024-05-06 20:54:29","0","128.6","1000","40","1000"
"2024-05-06 20:54:39","0","139.2","1000","42","1000"
"2024-05-06 20:54:50","0","166.1","1000","42","1000"
"2024-05-06 20:55:00","0","160.6","1000","41","1000"
"2024-05-06 20:55:11","0","159.9","1000","40","1000"
"2024-05-06 20:55:21","0","71.6","1000","40","1000"
"2024-05-06 20:55:32","0","74.1","1000","41","1000"
"2024-05-06 20:55:42","0","168.7","1000","41","1000"
"2024-05-06 20:55:53","0","133.8","1000","41","1000"
"2024-05-06 20:56:03","0","166.7","1000","40","1000"
